Brand,Model,Release year,Screen size (inches),Hard drive size (GB),RAM size (GB),Weight (grams),Retail price,Industry,Contract Lease Duration (months),Actual Lease Duration (months),Battery capacity (%),Observed resale price
Crest,Summit S7,2018,12,256,4,939,1029,Government and Public Sector,24,21,96.77,657
Crest,Summit S7,2018,14,128,4,1095,839,Information Technology,24,26,84.74,327
Crest,Summit S7,2018,14,128,4,1095,939,Real Estate and Property Management,48,46,95.32,390
Crest,Summit S7,2018,14,128,4,1095,929,Law and Legal Services,6,5,93.37,760
Crest,Summit S7,2018,14,128,4,1095,949,Retail and E-Commerce,24,24,79.7,404
Crest,Summit S7,2018,14,128,4,1095,829,Construction and Engineering,12,12,68.94,442
Crest,Summit S7,2018,14,128,4,1095,939,Manufacturing and Production,36,40,76.61,214
Crest,Summit S7,2018,14,128,4,1095,849,Agriculture and Farming,60,56,85.99,250
Crest,Summit S7,2018,14,128,4,1095,879,Information Technology,12,10,79.1,575
Crest,Summit S7,2018,14,128,4,1095,859,Manufacturing and Production,48,40,96.64,310
Crest,Summit S7,2018,12,256,4,939,969,Advertising and Marketing,48,49,87.66,288
Crest,Summit S7,2018,12,256,4,939,909,Consulting,36,35,90.15,338
Crest,Summit S7,2018,14,128,4,1095,849,Research and Development,12,11,94.19,573
Crest,Summit S7,2018,12,256,4,939,1079,Advertising and Marketing,60,51,97.75,382
Crest,Summit S7,2018,12,256,4,939,949,Non-Profit Organizations,36,40,97.58,389
Crest,Summit S7,2018,14,128,4,1095,819,Government and Public Sector,36,38,94.52,328
Crest,Summit S7,2018,14,128,4,1095,1029,Advertising and Marketing,6,5,95.45,908
Crest,Summit S7,2018,14,128,4,1095,859,Law and Legal Services,48,44,84.96,245
Crest,Summit S7,2018,14,128,4,1095,979,Education,36,39,77.98,239
Crest,Summit S7,2018,12,256,4,939,949,Advertising and Marketing,24,23,96.38,461
Crest,Summit S7,2018,12,256,4,939,1039,Energy and Utilities,6,6,92.3,839
Crest,Summit S7,2018,12,256,4,939,979,Advertising and Marketing,48,40,89.68,330
Echo,Eon E5,2017,11,256,16,862,1799,Consulting,24,22,92.47,952
Echo,Eon E5,2017,11,256,16,862,1779,Aerospace and Defense,48,38,97.34,730
Echo,Eon E5,2017,11,256,16,862,1859,Retail and E-Commerce,48,48,88.57,656
Echo,Eon E5,2017,11,256,16,862,1819,Aerospace and Defense,36,32,95.66,765
Echo,Eon E5,2017,11,256,16,862,1729,Consulting,12,14,78.11,1019
Echo,Eon E5,2017,11,256,16,862,1809,Non-Profit Organizations,24,25,87.18,830
Echo,Eon E5,2017,11,256,16,862,1759,Non-Profit Organizations,12,13,87.2,1147
Echo,Eon E5,2017,11,256,16,862,1789,Healthcare,24,20,84.75,917
Echo,Eon E5,2017,11,256,16,862,1749,Automotive and Transportation,12,12,81.82,1153
Echo,Eon E5,2017,11,256,16,862,1829,Real Estate and Property Management,24,22,95.66,933
Echo,Eon E5,2017,11,256,16,862,1809,Non-Profit Organizations,24,27,91.94,845
Echo,Eon E5,2017,11,256,16,862,1849,Government and Public Sector,6,5,93.68,1635
Echo,Eon E5,2017,11,256,16,862,1739,Media and Entertainment,36,41,94.43,553
Echo,Eon E5,2017,11,256,16,862,1799,Retail and E-Commerce,6,4,90.18,1534
Echo,Eon E5,2017,11,256,16,862,1789,Aerospace and Defense,36,34,81.21,631
Echo,Eon E5,2017,11,256,16,862,1859,Media and Entertainment,24,21,90.48,1032
Echo,Eon E5,2017,11,256,16,862,1889,Aerospace and Defense,48,42,90.63,648
Echo,Eon E5,2017,11,256,16,862,1839,Consulting,24,23,96.02,1010
Echo,Eon E5,2017,11,256,16,862,1769,Retail and E-Commerce,36,40,81.34,509
Echo,Eon E5,2017,11,256,16,862,1819,Research and Development,36,40,95.7,710
Echo,Eon E5,2017,11,256,16,862,1769,Media and Entertainment,12,10,78.49,1071
Echo,Eon E5,2017,11,256,16,862,1699,Consulting,12,10,88.55,1395
Echo,Eon E5,2017,11,256,16,862,1839,Construction and Engineering,36,33,90.8,771
Echo,Eon E5,2017,11,256,16,862,1839,Information Technology,12,12,87.28,1036
Echo,Eon E5,2017,11,256,16,862,1819,Financial Services and Banking,36,38,92.09,687
Echo,Eon E5,2017,11,256,16,862,1819,Manufacturing and Production,12,12,94.07,1202
Echo,Eon E5,2017,11,256,16,862,1729,Real Estate and Property Management,24,21,84.87,873
Echo,Eon E5,2017,11,256,16,862,1719,Non-Profit Organizations,12,12,91.22,1154
Echo,Eon E5,2017,11,256,16,862,1829,Healthcare,6,5,85.57,1645
Echo,Eon E5,2017,11,256,16,862,1799,Financial Services and Banking,12,12,81.25,1177
Echo,Eon E5,2017,11,256,16,862,1829,Retail and E-Commerce,24,26,87.86,839
Echo,Eon E5,2017,11,256,16,862,1859,Agriculture and Farming,24,24,95.73,844
Echo,Reverb R3,2017,12,128,4,755,739,Research and Development,6,5,97.03,671
Echo,Reverb R3,2017,11,512,16,692,2399,Consulting,12,11,95.3,1802
Echo,Reverb R3,2017,15,256,8,944,1399,Information Technology,24,21,91.11,696
Echo,Reverb R3,2017,11,512,16,692,2439,Retail and E-Commerce,12,11,80.92,1604
Echo,Reverb R3,2017,12,128,4,755,839,Information Technology,12,9,89.19,614
Echo,Reverb R3,2017,12,128,4,755,789,Education,12,12,98.65,570
Echo,Reverb R3,2017,11,512,16,692,2459,Financial Services and Banking,24,23,93.54,1203
Echo,Reverb R3,2017,11,512,16,692,2359,Travel and Hospitality,12,10,94.93,1788
Echo,Reverb R3,2017,15,256,8,944,1479,Financial Services and Banking,60,65,91.77,527
Echo,Reverb R3,2017,11,512,16,692,2389,Healthcare,60,69,74.73,483
Echo,Reverb R3,2017,12,128,4,755,759,Telecommunications,24,24,92.37,353
Echo,Reverb R3,2017,12,128,4,755,859,Manufacturing and Production,36,34,94.0,365
Echo,Reverb R3,2017,11,512,16,692,2389,Financial Services and Banking,24,29,88.48,1037
Echo,Reverb R3,2017,11,512,16,692,2379,Logistics and Supply Chain Management,36,39,91.08,913
Echo,Reverb R3,2017,12,128,4,755,649,Telecommunications,36,34,81.35,219
Echo,Reverb R3,2017,12,128,4,755,819,Energy and Utilities,6,5,94.2,726
Echo,Reverb R3,2017,15,256,8,944,1479,Automotive and Transportation,36,38,81.78,468
Echo,Reverb R3,2017,12,128,4,755,679,Media and Entertainment,24,24,95.14,306
Echo,Reverb R3,2017,11,512,16,692,2349,Manufacturing and Production,12,13,95.0,1525
Echo,Reverb R3,2017,11,512,16,692,2449,Automotive and Transportation,12,13,92.92,1756
Echo,Reverb R3,2017,11,512,16,692,2449,Energy and Utilities,24,22,93.63,1337
Echo,Reverb R3,2017,12,128,4,755,739,Media and Entertainment,6,5,84.77,640
Echo,Reverb R3,2017,15,256,8,944,1449,Healthcare,24,20,84.36,702
Echo,Reverb R3,2017,15,256,8,944,1459,Agriculture and Farming,36,35,91.43,639
Echo,Reverb R3,2017,11,512,16,692,2429,Government and Public Sector,48,59,87.72,722
Echo,Reverb R3,2017,15,256,8,944,1469,Real Estate and Property Management,6,6,92.54,1263
Echo,Reverb R3,2017,15,256,8,944,1399,Government and Public Sector,24,20,80.74,676
Echo,Reverb R3,2017,11,512,16,692,2449,Healthcare,48,46,91.35,925
Echo,Reverb R3,2017,12,128,4,755,779,Telecommunications,48,56,95.07,270
Echo,Reverb R3,2017,11,512,16,692,2449,Agriculture and Farming,60,51,97.42,909
Echo,Reverb R3,2017,12,128,4,755,759,Real Estate and Property Management,24,23,85.23,352
Echo,Reverb R3,2017,12,128,4,755,659,Travel and Hospitality,36,38,95.07,274
Echo,Reverb R3,2017,11,512,16,692,2519,Sports and Recreation,12,12,83.51,1802
Echo,Reverb R3,2017,12,128,4,755,649,Education,6,5,90.29,604
Echo,Reverb R3,2017,11,512,16,692,2429,Financial Services and Banking,12,11,94.19,1702
Echo,Reverb R3,2017,11,512,16,692,2399,Research and Development,24,26,94.29,1210
Echo,Reverb R3,2017,12,128,4,755,769,Manufacturing and Production,12,10,82.54,520
Echo,Reverb R3,2017,11,512,16,692,2439,Travel and Hospitality,36,38,95.13,1011
Echo,Reverb R3,2017,11,512,16,692,2389,Retail and E-Commerce,24,23,88.61,1221
Echo,Reverb R3,2017,15,256,8,944,1419,Information Technology,24,24,96.65,705
Echo,Reverb R3,2017,15,256,8,944,1349,Event Management,48,52,92.84,441
Echo,Reverb R3,2017,12,128,4,755,719,Government and Public Sector,36,41,90.88,284
Echo,Reverb R3,2017,15,256,8,944,1429,Financial Services and Banking,24,19,95.28,744
Echo,Reverb R3,2017,12,128,4,755,739,Telecommunications,24,24,94.6,387
Echo,Reverb R3,2017,12,128,4,755,719,Advertising and Marketing,12,13,93.96,468
Echo,Reverb R3,2017,12,128,4,755,819,Non-Profit Organizations,12,12,85.48,546
Echo,Reverb R3,2017,12,128,4,755,719,Healthcare,24,24,82.76,306
Echo,Reverb R3,2017,12,128,4,755,769,Travel and Hospitality,12,12,87.96,514
Echo,Reverb R3,2017,11,512,16,692,2429,Government and Public Sector,60,57,94.73,970
Echo,Reverb R3,2017,12,128,4,755,809,Energy and Utilities,24,26,90.61,390
Echo,Reverb R3,2017,12,128,4,755,769,Logistics and Supply Chain Management,24,27,89.42,342
Echo,Reverb R3,2017,12,128,4,755,779,Government and Public Sector,12,13,95.54,563
Echo,Reverb R3,2017,15,256,8,944,1479,Telecommunications,36,33,96.81,709
Echo,Reverb R3,2017,15,256,8,944,1459,Information Technology,12,12,80.18,903
Echo,Reverb R3,2017,12,128,4,755,719,Financial Services and Banking,6,5,84.92,578
Echo,Reverb R3,2017,12,128,4,755,749,Sports and Recreation,24,22,80.53,325
Echo,Reverb R3,2017,15,256,8,944,1399,Education,6,5,89.29,1345
Echo,Reverb R3,2017,12,128,4,755,699,Education,12,11,98.86,480
Echo,Reverb R3,2017,15,256,8,944,1459,Automotive and Transportation,24,22,95.94,784
Echo,Reverb R3,2017,12,128,4,755,689,Travel and Hospitality,24,18,91.92,368
Echo,Reverb R3,2017,11,512,16,692,2399,Aerospace and Defense,60,68,97.64,826
Echo,Reverb R4,2018,12,128,8,915,899,Retail and E-Commerce,12,11,79.07,557
Echo,Reverb R4,2018,11,1028,16,839,3399,Logistics and Supply Chain Management,6,5,97.15,2794
Echo,Reverb R4,2018,11,128,8,839,849,Information Technology,36,34,95.15,330
Echo,Reverb R4,2018,11,128,8,839,859,Education,12,12,92.52,528
Echo,Reverb R4,2018,11,1028,16,839,3449,Construction and Engineering,6,5,91.05,2666
Echo,Reverb R4,2018,11,128,8,839,879,Automotive and Transportation,36,36,83.22,292
Echo,Reverb R4,2018,11,1028,16,839,3379,Automotive and Transportation,24,23,93.38,1568
Echo,Reverb R4,2018,11,1028,16,839,3329,Sports and Recreation,60,68,96.32,1091
Echo,Reverb R4,2018,12,128,8,915,849,Information Technology,24,22,90.68,379
Echo,Reverb R4,2018,11,128,8,839,889,Aerospace and Defense,12,12,95.21,606
Echo,Reverb R4,2018,11,128,8,839,799,Energy and Utilities,6,6,88.1,691
Echo,Reverb R4,2018,12,128,8,915,949,Healthcare,36,37,84.15,316
Echo,Reverb R4,2018,12,128,8,915,869,Logistics and Supply Chain Management,36,37,80.47,252
Echo,Reverb R4,2018,11,1028,16,839,3539,Retail and E-Commerce,48,47,91.3,1034
Echo,Reverb R4,2018,12,128,8,915,829,Event Management,24,23,92.83,431
Echo,Reverb R4,2018,12,128,8,915,899,Manufacturing and Production,36,35,92.28,336
Echo,Reverb R4,2018,11,1028,16,839,3449,Government and Public Sector,36,39,84.03,998
Echo,Reverb R4,2018,11,1028,16,839,3479,Telecommunications,48,49,80.21,644
Echo,Reverb R4,2018,11,128,8,839,879,Healthcare,24,18,94.23,496
Echo,Reverb R4,2018,12,128,8,915,1039,Advertising and Marketing,48,49,90.63,345
Echo,Reverb R4,2018,11,128,8,839,809,Advertising and Marketing,12,10,93.27,599
Echo,Reverb R4,2018,11,128,8,839,889,Healthcare,12,12,92.11,612
Echo,Reverb R4,2018,11,128,8,839,839,Education,36,42,87.24,263
Echo,Reverb R4,2018,11,128,8,839,909,Agriculture and Farming,48,47,94.59,317
Echo,Reverb R4,2018,12,128,8,915,869,Healthcare,24,24,98.01,448
Echo,Reverb R4,2018,12,128,8,915,869,Government and Public Sector,36,36,74.21,233
Echo,Reverb R4,2018,11,128,8,839,839,Agriculture and Farming,60,63,95.16,315
Echo,Reverb R4,2018,11,1028,16,839,3499,Aerospace and Defense,6,6,92.0,2935
Echo,Reverb R4,2018,11,1028,16,839,3329,Media and Entertainment,60,53,91.71,892
Echo,Reverb R4,2018,11,128,8,839,769,Financial Services and Banking,12,12,86.67,488
Echo,Reverb R4,2018,11,1028,16,839,3329,Information Technology,60,55,88.47,706
Echo,Reverb R4,2018,11,128,8,839,909,Energy and Utilities,24,27,93.3,384
Echo,Reverb R4,2018,12,128,8,915,889,Construction and Engineering,24,24,89.57,374
Echo,Reverb R4,2018,12,128,8,915,929,Retail and E-Commerce,6,5,72.43,795
Echo,Reverb R4,2018,11,128,8,839,889,Research and Development,36,38,80.49,239
Echo,Reverb R4,2018,12,128,8,915,939,Research and Development,12,12,90.15,597
Echo,Reverb R4,2018,11,128,8,839,819,Consulting,48,49,88.8,253
Echo,Reverb R4,2018,11,128,8,839,849,Financial Services and Banking,6,5,84.79,708
Echo,Reverb R4,2018,11,128,8,839,849,Manufacturing and Production,12,10,97.48,620
Echo,Reverb R4,2018,12,128,8,915,949,Advertising and Marketing,12,10,90.61,667
Echo,Reverb R4,2018,12,128,8,915,849,Logistics and Supply Chain Management,12,10,83.65,648
Echo,Reverb R4,2018,11,1028,16,839,3379,Travel and Hospitality,36,33,95.69,1346
Echo,Reverb R4,2018,12,128,8,915,909,Automotive and Transportation,24,26,91.0,411
Echo,Reverb R4,2018,12,128,8,915,849,Consulting,24,26,88.48,368
Echo,Reverb R4,2018,12,128,8,915,939,Media and Entertainment,24,25,93.23,409
Echo,Reverb R4,2018,11,1028,16,839,3419,Government and Public Sector,48,54,93.83,1121
Echo,Reverb R4,2018,11,128,8,839,779,Energy and Utilities,36,40,94.01,324
Echo,Reverb R4,2018,11,128,8,839,849,Education,36,32,77.93,248
Echo,Reverb R4,2018,11,1028,16,839,3359,Healthcare,36,36,95.99,1155
Echo,Reverb R4,2018,11,128,8,839,819,Real Estate and Property Management,12,11,91.18,655
Echo,Reverb R4,2018,11,128,8,839,839,Manufacturing and Production,48,52,79.71,166
Echo,Reverb R4,2018,12,128,8,915,859,Information Technology,36,28,87.25,345
Echo,Reverb R4,2018,12,128,8,915,899,Real Estate and Property Management,24,21,84.7,436
Echo,Reverb R4,2018,12,128,8,915,869,Logistics and Supply Chain Management,36,33,83.46,283
Echo,Reverb R4,2018,11,1028,16,839,3429,Telecommunications,12,11,92.83,2138
Echo,Reverb R4,2018,11,128,8,839,779,Law and Legal Services,6,5,88.79,768
Echo,Reverb R4,2018,11,128,8,839,839,Manufacturing and Production,24,23,93.81,436
Echo,Reverb R4,2018,11,128,8,839,859,Financial Services and Banking,24,20,89.94,443
Echo,Reverb R4,2018,11,1028,16,839,3469,Retail and E-Commerce,24,27,88.71,1353
Echo,Reverb R4,2018,11,1028,16,839,3389,Retail and E-Commerce,12,11,84.93,2143
Echo,Reverb R4,2018,11,128,8,839,849,Energy and Utilities,12,11,96.37,632
Echo,Reverb R4,2018,12,128,8,915,929,Event Management,36,36,90.9,354
Echo,Reverb R4,2018,11,1028,16,839,3359,Research and Development,36,33,96.79,1205
Echo,Reverb R4,2018,11,128,8,839,799,Travel and Hospitality,36,32,96.87,355
Echo,Reverb R4,2018,11,1028,16,839,3329,Research and Development,60,50,92.83,850
Echo,Reverb R4,2018,11,128,8,839,889,Aerospace and Defense,48,58,89.67,268
Echo,Reverb R4,2018,11,1028,16,839,3359,Event Management,12,11,85.16,2086
Echo,Reverb R4,2018,12,128,8,915,909,Consulting,60,59,93.35,284
Echo,Reverb R4,2018,12,128,8,915,979,Telecommunications,24,24,82.77,441
Echo,Reverb R4,2018,11,128,8,839,879,Travel and Hospitality,12,11,91.29,579
Echo,Reverb R4,2018,12,128,8,915,979,Advertising and Marketing,6,5,90.82,813
Echo,Reverb R4,2018,11,128,8,839,849,Research and Development,12,13,98.1,553
Iris,Insight Inception,2018,12,256,16,728,1999,Non-Profit Organizations,12,14,68.18,1083
Iris,Insight Inception,2018,15,128,8,911,1199,Media and Entertainment,60,52,87.51,332
Iris,Insight Inception,2018,12,256,16,728,1899,Agriculture and Farming,36,38,89.21,773
Iris,Insight Inception,2018,12,256,16,728,2079,Government and Public Sector,24,29,88.98,973
Iris,Insight Inception,2018,15,128,8,911,1189,Advertising and Marketing,6,5,93.62,998
Iris,Insight Inception,2018,12,256,16,728,2059,Financial Services and Banking,12,11,89.11,1410
Iris,Insight Inception,2018,15,128,8,911,1169,Event Management,24,26,87.77,534
Iris,Insight Inception,2018,12,256,16,728,2029,Media and Entertainment,24,21,83.84,1003
Iris,Insight Inception,2018,12,256,16,728,1979,Research and Development,24,21,97.04,1081
Iris,Insight Inception,2018,12,256,16,728,2039,Logistics and Supply Chain Management,24,23,91.71,1105
Iris,Insight Inception,2018,15,128,8,911,1189,Advertising and Marketing,24,26,94.79,559
Iris,Insight Inception,2018,12,256,16,728,1969,Construction and Engineering,48,39,78.48,583
Iris,Insight Inception,2018,12,256,16,728,1979,Consulting,60,58,78.99,508
Iris,Insight Inception,2018,15,128,8,911,1109,Event Management,6,5,90.68,1012
Iris,Insight Inception,2018,15,128,8,911,1109,Travel and Hospitality,24,22,84.32,541
Iris,Insight Inception,2018,12,256,16,728,2099,Education,36,40,88.57,801
Iris,Insight Inception,2018,12,256,16,728,1989,Travel and Hospitality,12,14,95.18,1264
Iris,Insight Inception,2018,15,128,8,911,1209,Real Estate and Property Management,24,27,84.91,527
Iris,Insight Inception,2018,12,256,16,728,1939,Aerospace and Defense,24,23,91.56,1025
Iris,Insight Inception,2018,15,128,8,911,1089,Automotive and Transportation,24,26,82.9,470
Iris,Insight Inception,2018,15,128,8,911,1129,Government and Public Sector,60,69,85.86,357
Iris,Insight Inception,2018,12,256,16,728,2009,Education,24,23,88.76,992
Iris,Insight Inception,2018,12,256,16,728,1909,Automotive and Transportation,36,38,97.13,872
Iris,Insight Inception,2018,12,256,16,728,1969,Retail and E-Commerce,60,62,90.39,700
Iris,Insight Inception,2018,15,128,8,911,1349,Advertising and Marketing,24,19,83.34,700
Iris,Insight Inception,2018,15,128,8,911,1249,Aerospace and Defense,36,36,91.52,481
Iris,Insight Inception,2018,12,256,16,728,2029,Automotive and Transportation,60,51,96.56,796
Iris,Insight Inception,2018,12,256,16,728,2039,Consulting,12,13,81.75,1348
Iris,Insight Inception,2018,12,256,16,728,2029,Healthcare,24,22,84.75,1093
Iris,Insight Inception,2018,12,256,16,728,1999,Logistics and Supply Chain Management,12,13,96.06,1482
Iris,Insight Inception,2018,12,256,16,728,2039,Automotive and Transportation,12,10,68.98,1351
Iris,Insight Inception,2018,15,128,8,911,1199,Sports and Recreation,12,13,89.38,883
Iris,Insight Inception,2018,12,256,16,728,2029,Real Estate and Property Management,24,24,89.85,1212
Iris,Insight Inception,2018,12,256,16,728,2069,Event Management,24,22,93.36,1183
Iris,Insight Inception,2018,15,128,8,911,1179,Advertising and Marketing,24,22,97.49,663
Iris,Insight Inception,2018,12,256,16,728,1939,Consulting,36,33,90.76,867
Iris,Insight Inception,2018,15,128,8,911,1199,Law and Legal Services,12,10,74.24,810
Iris,Insight Inception,2018,12,256,16,728,1979,Non-Profit Organizations,12,13,91.06,1319
Iris,Insight Inception,2018,15,128,8,911,1199,Advertising and Marketing,48,53,87.46,379
Iris,Insight Inception,2018,15,128,8,911,1259,Aerospace and Defense,48,44,95.5,530
Iris,Insight Inception,2018,15,128,8,911,1209,Media and Entertainment,24,19,83.77,594
Iris,Insight Inception,2018,12,256,16,728,2049,Construction and Engineering,12,11,88.71,1529
Iris,Insight Inception,2018,12,256,16,728,2029,Logistics and Supply Chain Management,24,26,96.98,1060
Iris,Insight Inception,2018,12,256,16,728,2019,Telecommunications,12,12,84.9,1248
Iris,Insight Inception,2018,12,256,16,728,2009,Education,36,38,92.75,863
Iris,Insight Inception,2018,12,256,16,728,1989,Media and Entertainment,36,39,94.17,801
Iris,Insight Inception,2018,15,128,8,911,1119,Event Management,6,5,95.03,919
Iris,Insight Inception,2018,15,128,8,911,1119,Information Technology,12,10,90.46,852
Iris,Optic Oasis,2017,15,1028,16,1109,3899,Telecommunications,12,10,88.35,2690
Iris,Optic Oasis,2017,15,1028,16,1109,3869,Sports and Recreation,36,37,88.65,1373
Iris,Optic Oasis,2017,15,1028,16,1109,3939,Retail and E-Commerce,36,36,94.0,1604
Iris,Optic Oasis,2017,15,1028,16,1109,3879,Real Estate and Property Management,48,60,80.57,891
Iris,Optic Oasis,2017,15,1028,16,1109,3879,Energy and Utilities,12,14,91.16,2509
Iris,Optic Oasis,2017,15,1028,16,1109,3929,Advertising and Marketing,24,23,93.78,1820
Iris,Optic Oasis,2017,15,1028,16,1109,3879,Sports and Recreation,48,44,93.16,1302
Iris,Optic Oasis,2017,15,1028,16,1109,3949,Agriculture and Farming,12,11,94.88,2618
Iris,Optic Oasis,2017,15,1028,16,1109,3969,Media and Entertainment,12,11,80.12,2360
Iris,Optic Oasis,2017,15,1028,16,1109,3899,Government and Public Sector,24,23,85.59,1776
Iris,Optic Oasis,2017,15,1028,16,1109,3899,Travel and Hospitality,36,39,88.6,1384
Iris,Optic Oasis,2017,15,1028,16,1109,3859,Event Management,36,39,98.18,1531
Iris,Optic Oasis,2017,15,1028,16,1109,3889,Research and Development,60,59,93.76,1112
Iris,Optic Oasis,2017,15,1028,16,1109,3959,Healthcare,36,36,78.54,1147
Iris,Optic Oasis,2017,15,1028,16,1109,3899,Real Estate and Property Management,12,11,94.82,2322
Iris,Optic Oasis,2017,15,1028,16,1109,3839,Event Management,48,43,97.01,1415
Iris,Optic Oasis,2017,15,1028,16,1109,3919,Agriculture and Farming,24,26,85.19,1655
Iris,Optic Oasis,2017,15,1028,16,1109,3899,Manufacturing and Production,24,18,95.44,2211
